x,y,date,cell,polyclass,bleu,vert,rouge,pir,pre_abs
541695,4797025,20230226,51024,ht,0.0458,0.072,0.0634,0.0304,abs
541625,4797505,20230328,30521,hp,0.0496,0.0776,0.0747,0.0183,abs
541695,4796105,20230517,90308,eau,0.0641,0.085,0.0814,0.044,abs
542225,4796935,20230626,54920,ht,0.0311,0.0469,0.0321,0.0887,pre
542445,4797525,20230626,29749,hp,0.0201,0.0499,0.0292,0.1579,pre
541975,4796435,20230716,76245,hp,0.0276,0.052,0.0355,0.1422,pre
541795,4796325,20230601,80924,hp,0.0178,0.035,0.0177,0.0603,pre
541975,4797065,20230716,49344,ht,0.0368,0.059,0.0374,0.1813,pre
541685,4796125,20230226,89453,eau,0.0416,0.068,0.0678,0.0285,abs
542275,4796885,20230517,57060,ht,0.085,0.1096,0.1025,0.0544,abs
541685,4797055,20230226,49742,ht,0.0346,0.0639,0.0491,0.0187,abs
542035,4797025,20230517,51058,ht,0.0908,0.1151,0.1097,0.062,abs
541595,4796165,20230417,87736,eau,0.0399,0.0695,0.0571,0.0138,abs
542005,4797035,20230226,50628,ht,0.0548,0.0803,0.0809,0.0445,abs
541765,4796275,20230328,83056,hp,0.0509,0.0775,0.0659,0.0147,abs
542265,4796925,20230601,55351,ht,0.017,0.0284,0.0182,0.0199,abs
542015,4797075,20230417,48921,ht,0.0552,0.084,0.0636,0.0149,abs
541715,4797165,20230226,45048,eau,0.0392,0.0707,0.0572,0.0223,abs
542025,4796395,20230328,77958,hp,0.0545,0.0868,0.0742,0.016,abs
542005,4797025,20230716,51055,ht,0.0372,0.0645,0.0426,0.1912,pre
541635,4797515,20230517,30095,hp,0.0255,0.0435,0.0324,0.0552,pre
541645,4797095,20230716,48030,ht,0.0462,0.0679,0.0496,0.1618,pre
542095,4796335,20230226,80527,hp,0.0558,0.0868,0.0789,0.0424,abs
542255,4796925,20230517,55350,ht,0.0875,0.1133,0.1122,0.0592,abs
542355,4797595,20230626,26751,hp,0.0175,0.0411,0.0202,0.1317,pre
541595,4797485,20230716,31372,hp,0.0389,0.0654,0.0457,0.1997,pre
541455,4797265,20230716,40752,eau,0.0497,0.0802,0.0678,0.0935,abs
541675,4797565,20230417,27964,hp,0.044,0.0714,0.0639,0.0161,abs
542035,4796355,20230716,79667,hp,0.0272,0.0501,0.0354,0.1323,pre
541645,4797525,20230226,29669,hp,0.03,0.0645,0.0468,0.0182,abs
542555,4797305,20230517,39154,hp,0.0544,0.0694,0.0604,0.0815,pre
542195,4796895,20230716,56625,ht,0.0451,0.071,0.0573,0.1852,pre
541765,4796255,20230716,83910,hp,0.0326,0.0576,0.0374,0.1865,pre
541635,4797505,20230626,30522,hp,0.0273,0.045,0.0262,0.1427,pre
541805,4796255,20230417,83914,hp,0.0445,0.072,0.0583,0.0135,abs
541755,4796305,20230716,81774,hp,0.0296,0.0527,0.0318,0.1733,pre
541635,4797075,20230417,48883,ht,0.0486,0.0776,0.0611,0.0119,abs
541945,4797005,20230716,51903,ht,0.0452,0.0748,0.0552,0.2075,pre
542425,4796765,20230716,62199,eau,0.0572,0.0823,0.0807,0.0577,abs
542005,4797055,20230626,49774,ht,0.0247,0.0507,0.0259,0.1362,pre
542245,4796925,20230328,55349,ht,0.0442,0.0733,0.0557,0.0088,abs
542575,4797325,20230716,38302,hp,0.045,0.0735,0.0591,0.1997,pre
541635,4796105,20230328,90302,eau,0.0377,0.0641,0.0532,0.0114,abs
541655,4796175,20230226,87315,eau,0.0433,0.0659,0.059,0.0245,abs
542025,4796375,20230226,78812,hp,0.0577,0.0917,0.083,0.0424,abs
541975,4796425,20230716,76672,hp,0.0263,0.0509,0.0349,0.1309,pre
541505,4797275,20230328,40330,eau,0.0348,0.0574,0.0573,0.02,abs
542415,4797545,20230226,28892,hp,0.0556,0.085,0.085,0.0509,abs
541965,4797005,20230601,51905,ht,0.016,0.0255,0.0157,0.0455,abs
542085,4796985,20230417,52771,ht,0.0552,0.0887,0.0717,0.0184,abs
542405,4796745,20230226,63051,eau,0.0354,0.067,0.051,0.0212,abs
542345,4797595,20230626,26750,hp,0.0163,0.0428,0.024,0.1338,pre
542555,4797255,20230517,41289,hp,0.0616,0.0765,0.0668,0.0713,pre
541805,4796295,20230517,82206,hp,0.057,0.0675,0.0592,0.0631,pre
541625,4797055,20230626,49736,ht,0.0252,0.0433,0.02,0.1179,pre
541965,4797085,20230716,48489,ht,0.0359,0.0623,0.0403,0.1924,pre
541665,4797425,20230601,33941,hp,0.018,0.0325,0.0196,0.0536,pre
542265,4796925,20230716,55351,ht,0.0349,0.0532,0.0401,0.1316,pre
541975,4797035,20230716,50625,ht,0.0387,0.0675,0.0479,0.1969,pre
541985,4797015,20230626,51480,ht,0.0264,0.0502,0.0272,0.1363,pre
542555,4797305,20230417,39154,hp,0.0412,0.0622,0.049,0.0163,abs
541995,4797005,20230517,51908,ht,0.0855,0.1083,0.1069,0.0649,abs
541605,4797085,20230601,48453,ht,0.0313,0.0372,0.0257,0.0253,abs
542205,4796935,20230328,54918,ht,0.046,0.0717,0.0536,0.0085,abs
541955,4797035,20230226,50623,ht,0.0606,0.0876,0.0904,0.0592,abs
542025,4796385,20230626,78385,hp,0.0204,0.0465,0.0286,0.125,pre
542015,4797065,20230626,49348,ht,0.0217,0.0447,0.0228,0.1196,pre
541655,4797535,20230601,29243,hp,0.0216,0.0332,0.0185,0.0669,pre
541655,4797095,20230601,48031,ht,0.033,0.0477,0.0341,0.0176,abs
542445,4797525,20230417,29749,hp,0.0387,0.0555,0.0433,0.0149,abs
542025,4797035,20230601,50630,ht,0.0162,0.0235,0.0124,0.021,abs
541975,4797075,20230417,48917,ht,0.0499,0.0787,0.0578,0.0117,abs
541985,4797035,20230226,50626,ht,0.0523,0.0812,0.0778,0.0468,abs
541685,4797595,20230626,26684,hp,0.0243,0.0451,0.0233,0.1401,pre
542325,4797595,20230601,26748,hp,0.017,0.0328,0.0166,0.053,pre
541685,4796105,20230716,90307,eau,0.0407,0.0631,0.0554,0.0222,abs
542015,4797075,20230601,48921,ht,0.017,0.0225,0.0115,0.0251,abs
541805,4796295,20230601,82206,hp,0.0188,0.0355,0.0201,0.0712,pre
541665,4796135,20230517,89024,eau,0.067,0.0966,0.0928,0.044,abs
541615,4797495,20230716,30947,hp,0.0424,0.0658,0.0492,0.196,pre
542215,4796965,20230517,53638,ht,0.0884,0.1088,0.1051,0.0558,abs
541945,4797005,20230601,51903,ht,0.0152,0.0232,0.0131,0.0222,abs
541685,4797045,20230226,50169,ht,0.0364,0.0651,0.0527,0.0194,abs
541765,4797155,20230517,45480,eau,0.0736,0.0957,0.0915,0.0438,abs
542015,4797085,20230328,48494,ht,0.0424,0.0681,0.055,0.0099,abs
541955,4796435,20230601,76243,hp,0.0198,0.0381,0.0199,0.081,pre
541695,4797035,20230626,50597,ht,0.0277,0.0506,0.0249,0.1132,pre
541795,4796345,20230626,80070,hp,0.0241,0.0549,0.0301,0.1446,pre
542565,4797295,20230517,39582,hp,0.0593,0.0728,0.0649,0.0744,pre
541545,4797295,20230601,39480,eau,0.0435,0.0742,0.0605,0.0287,abs
541525,4797295,20230601,39478,eau,0.0512,0.0796,0.0708,0.0323,abs
541695,4797595,20230626,26685,hp,0.0255,0.0528,0.0296,0.1499,pre
541645,4797445,20230601,33085,hp,0.0206,0.0332,0.0194,0.0671,pre
541655,4797545,20230328,28816,hp,0.0456,0.0717,0.0705,0.0163,abs
541595,4796125,20230328,89444,eau,0.0361,0.0612,0.0511,0.0112,abs
542565,4797285,20230626,40009,hp,0.017,0.0422,0.0251,0.1325,pre
541645,4796065,20230328,92011,eau,0.0365,0.0587,0.0492,0.011,abs
541765,4796255,20230417,83910,hp,0.0337,0.0525,0.0409,0.0064,abs
541785,4796345,20230716,80069,hp,0.0381,0.0618,0.0434,0.2069,pre
541805,4796305,20230601,81779,hp,0.0183,0.0347,0.0202,0.0687,pre
541745,4797165,20230601,45051,eau,0.0533,0.0739,0.0611,0.0268,abs
542555,4797245,20230716,41716,hp,0.0391,0.0597,0.0461,0.1597,pre
541645,4797535,20230716,29242,hp,0.0417,0.0685,0.0493,0.2488,pre
541805,4796255,20230226,83914,hp,0.0465,0.0707,0.0646,0.0306,abs
541665,4796135,20230226,89024,eau,0.0393,0.0666,0.0616,0.0248,abs
541795,4796325,20230716,80924,hp,0.0387,0.068,0.0452,0.2256,pre
541625,4796125,20230716,89447,eau,0.0392,0.0652,0.0623,0.0201,abs
541635,4797505,20230417,30522,hp,0.0344,0.0518,0.0449,0.0116,abs
541555,4797315,20230626,38627,eau,0.1081,0.1347,0.127,0.0996,abs
541655,4796185,20230626,86888,eau,0.0893,0.1189,0.1155,0.0689,abs
542205,4796975,20230417,53210,ht,0.0544,0.0802,0.0654,0.0164,abs
542545,4797235,20230716,42142,hp,0.0398,0.0643,0.0488,0.1701,pre
542015,4797045,20230601,50202,ht,0.0162,0.0251,0.0115,0.0317,abs
542095,4796325,20230716,80954,hp,0.0303,0.0516,0.0388,0.1193,pre
542015,4796375,20230626,78811,hp,0.0194,0.0432,0.0309,0.1265,pre
542425,4796755,20230601,62626,eau,0.0395,0.0662,0.0622,0.0223,abs
541605,4797085,20230517,48453,ht,0.0661,0.0791,0.0751,0.0501,abs
541645,4796135,20230328,89022,eau,0.0461,0.0738,0.0634,0.0121,abs
542435,4797545,20230226,28894,hp,0.05,0.0854,0.0826,0.0491,abs
541975,4796395,20230517,77953,hp,0.0526,0.0677,0.0582,0.0766,pre
541725,4797025,20230226,51027,ht,0.0483,0.0754,0.0698,0.0356,abs
541725,4797025,20230328,51027,ht,0.0377,0.0557,0.0446,0.0089,abs
542445,4797515,20230517,30176,hp,0.0326,0.0464,0.0393,0.0497,pre
541505,4797295,20230626,39476,eau,0.0923,0.125,0.1191,0.0837,abs
541605,4796115,20230716,89872,eau,0.0309,0.0552,0.0512,0.0204,abs
541665,4796175,20230226,87316,eau,0.0442,0.0666,0.0596,0.0254,abs
541665,4797575,20230328,27536,hp,0.0455,0.0751,0.0715,0.0157,abs
542005,4797075,20230601,48920,ht,0.0133,0.0242,0.0125,0.0307,abs
542215,4796905,20230226,56200,ht,0.0491,0.0777,0.0713,0.0397,abs
541655,4797545,20230626,28816,hp,0.0228,0.0463,0.0245,0.1485,pre
542395,4797545,20230626,28890,hp,0.0185,0.0427,0.0247,0.135,pre
541535,4797295,20230626,39479,eau,0.0937,0.1251,0.1179,0.0898,abs
542405,4797545,20230626,28891,hp,0.0191,0.0461,0.0281,0.1409,pre
542355,4796735,20230226,63473,eau,0.0409,0.077,0.0615,0.0262,abs
541795,4796235,20230716,84767,hp,0.0367,0.0589,0.0405,0.1886,pre
541765,4796255,20230328,83910,hp,0.05,0.0749,0.0646,0.0132,abs
541675,4797565,20230517,27964,hp,0.0651,0.0784,0.0676,0.0763,pre
541975,4796405,20230226,77526,hp,0.0512,0.0856,0.0731,0.038,abs
542265,4796925,20230328,55351,ht,0.0426,0.0717,0.0576,0.0086,abs
541755,4796315,20230328,81347,hp,0.0481,0.0748,0.0636,0.0132,abs
541955,4797045,20230328,50196,ht,0.044,0.0672,0.0527,0.0103,abs
541645,4796065,20230601,92011,eau,0.033,0.061,0.056,0.0184,abs
541545,4797275,20230417,40334,eau,0.0339,0.0602,0.0555,0.0127,abs
541985,4797055,20230716,49772,ht,0.0382,0.0655,0.0442,0.2043,pre
542225,4796885,20230517,57055,ht,0.092,0.1151,0.1123,0.0615,abs
542265,4796895,20230417,56632,ht,0.0414,0.0625,0.0457,0.0113,abs
541685,4796085,20230626,91161,eau,0.0911,0.1232,0.1161,0.0671,abs
542535,4797305,20230517,39152,hp,0.0442,0.0599,0.052,0.0631,pre
542055,4796365,20230716,79242,hp,0.0315,0.0563,0.0409,0.1397,pre
541635,4797075,20230226,48883,ht,0.0382,0.0681,0.0499,0.0186,abs
541695,4797015,20230517,51451,ht,0.0666,0.0765,0.0716,0.0516,abs
541665,4796085,20230417,91159,eau,0.0469,0.0753,0.0642,0.0145,abs
542065,4796355,20230517,79670,hp,0.0505,0.0644,0.0529,0.0718,pre
541635,4797435,20230517,33511,hp,0.0251,0.0403,0.0299,0.0527,pre
541655,4797035,20230517,50593,ht,0.0666,0.0761,0.0701,0.0514,abs
542055,4797015,20230417,51487,ht,0.054,0.0868,0.0655,0.0162,abs
541655,4796135,20230601,89023,eau,0.0364,0.0619,0.0549,0.0177,abs
542445,4797535,20230716,29322,hp,0.0374,0.0608,0.0473,0.1791,pre
541955,4797065,20230601,49342,ht,0.0167,0.0234,0.0134,0.0216,abs
541635,4796125,20230328,89448,eau,0.0449,0.0717,0.0585,0.0107,abs
541665,4797535,20230626,29244,hp,0.0297,0.0518,0.0287,0.1597,pre
541555,4797315,20230601,38627,eau,0.0424,0.0718,0.0644,0.0228,abs
542005,4797045,20230626,50201,ht,0.0259,0.0473,0.0252,0.1314,pre
541705,4797175,20230417,44620,eau,0.0542,0.0843,0.0707,0.0155,abs
541975,4797065,20230601,49344,ht,0.0142,0.0228,0.0135,0.0189,abs
542045,4797035,20230517,50632,ht,0.0906,0.1175,0.1169,0.065,abs
541635,4796065,20230328,92010,eau,0.0339,0.0562,0.0477,0.0118,abs
541595,4797485,20230517,31372,hp,0.0226,0.0407,0.0303,0.0494,pre
542345,4797595,20230417,26750,hp,0.0467,0.0647,0.0526,0.0134,abs
541975,4796425,20230626,76672,hp,0.018,0.0466,0.0284,0.147,pre
542005,4796415,20230328,77102,hp,0.0557,0.084,0.0706,0.0153,abs
542215,4796895,20230328,56627,ht,0.0447,0.0716,0.0535,0.0101,abs
542065,4796985,20230601,52769,ht,0.0192,0.0281,0.018,0.0169,abs
541655,4796145,20230626,88596,eau,0.0863,0.1115,0.1123,0.0561,abs
541655,4796115,20230226,89877,eau,0.0337,0.0568,0.05,0.0173,abs
542345,4797575,20230328,27604,hp,0.0392,0.0629,0.0481,0.0112,abs
542195,4796895,20230626,56625,ht,0.0295,0.0506,0.0314,0.1,pre
542205,4796935,20230626,54918,ht,0.0449,0.0602,0.0424,0.0879,pre
542235,4796915,20230417,55775,ht,0.0477,0.0737,0.059,0.0129,abs
542415,4797575,20230417,27611,hp,0.0389,0.0604,0.0462,0.014,abs
542405,4796765,20230328,62197,eau,0.0441,0.0741,0.0652,0.0141,abs
542445,4797525,20230601,29749,hp,0.0128,0.0276,0.0158,0.0523,pre
541535,4797275,20230417,40333,eau,0.0353,0.0622,0.0545,0.0124,abs
541935,4797055,20230226,49767,ht,0.0552,0.0849,0.0856,0.0547,abs
541785,4796315,20230226,81350,hp,0.0381,0.0713,0.0569,0.0255,abs
541475,4797275,20230417,40327,eau,0.0422,0.0694,0.0706,0.0198,abs
542355,4797575,20230417,27605,hp,0.0372,0.0566,0.0425,0.0131,abs
542345,4797595,20230328,26750,hp,0.0385,0.064,0.0509,0.0122,abs
541595,4797475,20230517,31799,hp,0.025,0.0417,0.0333,0.054,pre
541675,4797025,20230517,51022,ht,0.0655,0.0771,0.0671,0.0542,abs
542395,4796735,20230226,63477,eau,0.037,0.0651,0.0486,0.0216,abs
542065,4796985,20230517,52769,ht,0.0839,0.1082,0.1033,0.0617,abs
541805,4796305,20230517,81779,hp,0.055,0.0644,0.0556,0.0572,pre
542425,4797525,20230226,29747,hp,0.055,0.0857,0.0886,0.0546,abs
542035,4797055,20230626,49777,ht,0.0239,0.045,0.0258,0.1254,pre
542235,4796905,20230226,56202,ht,0.0494,0.0777,0.0742,0.0436,abs
541995,4797015,20230626,51481,ht,0.028,0.0473,0.0266,0.126,pre
541655,4796185,20230716,86888,eau,0.0424,0.0706,0.0639,0.0267,abs
542035,4797025,20230601,51058,ht,0.0149,0.0258,0.0125,0.0224,abs
541975,4797055,20230626,49771,ht,0.0237,0.0417,0.0216,0.1031,pre
541615,4796135,20230601,89019,eau,0.0427,0.0667,0.0629,0.0206,abs
542555,4797315,20230417,38727,hp,0.0361,0.0531,0.0429,0.0159,abs
541665,4797065,20230226,49313,ht,0.0345,0.0641,0.0473,0.0183,abs
542255,4796915,20230328,55777,ht,0.0425,0.0724,0.0556,0.0086,abs
542205,4796975,20230626,53210,ht,0.0397,0.0613,0.0445,0.0844,pre
541655,4796185,20230601,86888,eau,0.0399,0.0641,0.06,0.0204,abs
541985,4797065,20230716,49345,ht,0.0344,0.0604,0.0388,0.1933,pre
541755,4796315,20230417,81347,hp,0.0393,0.0602,0.0487,0.0105,abs
541645,4797425,20230601,33939,hp,0.023,0.0329,0.0194,0.0631,pre
541605,4796145,20230716,88591,eau,0.0359,0.061,0.0596,0.0225,abs
542065,4796365,20230226,79243,hp,0.0605,0.0946,0.0841,0.0481,abs
541685,4797065,20230517,49315,ht,0.0728,0.0881,0.0821,0.0501,abs
542535,4797315,20230716,38725,hp,0.0429,0.0694,0.0554,0.1988,pre
542415,4797575,20230226,27611,hp,0.0484,0.0814,0.0793,0.0416,abs
541655,4797095,20230517,48031,ht,0.0839,0.1008,0.0922,0.0616,abs
541615,4797515,20230417,30093,hp,0.0382,0.0623,0.0592,0.0154,abs
541625,4796125,20230601,89447,eau,0.0397,0.0639,0.058,0.0187,abs
542015,4797085,20230226,48494,ht,0.0541,0.0805,0.0826,0.0528,abs
541675,4796155,20230626,88171,eau,0.1009,0.1291,0.1295,0.0748,abs
542235,4796895,20230517,56629,ht,0.0872,0.1123,0.1091,0.0587,abs
542425,4797555,20230417,28466,hp,0.0403,0.0606,0.0454,0.0142,abs
541695,4796145,20230328,88600,eau,0.0445,0.0709,0.0613,0.0117,abs
541625,4797095,20230716,48028,ht,0.0459,0.0707,0.0499,0.187,pre
541945,4797085,20230517,48487,ht,0.0914,0.1104,0.114,0.0714,abs
542005,4797045,20230226,50201,ht,0.0537,0.0832,0.0831,0.0485,abs
542015,4797065,20230716,49348,ht,0.0363,0.0613,0.042,0.1905,pre
541505,4797275,20230601,40330,eau,0.0484,0.079,0.073,0.0773,abs
542555,4797265,20230716,40862,hp,0.036,0.0576,0.0443,0.1571,pre
542225,4796885,20230601,57055,ht,0.0173,0.028,0.0167,0.0189,abs
542405,4796745,20230328,63051,eau,0.0426,0.0711,0.0606,0.0132,abs
541635,4796125,20230626,89448,eau,0.0783,0.1064,0.1063,0.0497,abs
542385,4797575,20230517,27608,hp,0.0292,0.0445,0.0336,0.0468,pre
542535,4797285,20230626,40006,hp,0.0179,0.0479,0.0283,0.1484,pre
541605,4797485,20230626,31373,hp,0.0222,0.0396,0.0235,0.1473,pre
541965,4797015,20230328,51478,ht,0.0437,0.0664,0.0527,0.0089,abs
542415,4796745,20230517,63052,eau,0.0618,0.0885,0.0813,0.0342,abs
542075,4796985,20230417,52770,ht,0.0567,0.0892,0.0693,0.0178,abs
542045,4796355,20230517,79668,hp,0.049,0.0636,0.0542,0.0819,pre
542045,4797065,20230626,49351,ht,0.0335,0.05,0.0314,0.0913,pre
542215,4796915,20230417,55773,ht,0.0511,0.0783,0.0641,0.0148,abs
542575,4797215,20230517,42999,hp,0.0617,0.073,0.0644,0.0702,pre
541985,4796415,20230601,77100,hp,0.0168,0.0307,0.0189,0.0653,pre
542395,4797585,20230226,27182,hp,0.051,0.0822,0.078,0.0404,abs
541635,4796115,20230226,89875,eau,0.031,0.0538,0.0487,0.0146,abs
542565,4797215,20230328,42998,hp,0.0412,0.0682,0.0541,0.0112,abs
542205,4796955,20230226,54064,ht,0.0507,0.0757,0.0687,0.038,abs
541645,4797445,20230328,33085,hp,0.0494,0.0779,0.0757,0.0214,abs
542355,4796725,20230517,63900,eau,0.0791,0.0985,0.0971,0.0489,abs
542245,4796875,20230417,57484,ht,0.0414,0.0619,0.0479,0.0122,abs
541665,4796155,20230226,88170,eau,0.0511,0.0733,0.0692,0.0339,abs
541985,4797065,20230626,49345,ht,0.0294,0.0494,0.0249,0.1052,pre
542015,4797055,20230417,49775,ht,0.0517,0.0807,0.0584,0.0132,abs
541655,4797095,20230328,48031,ht,0.0361,0.0602,0.0489,0.0084,abs
542045,4797005,20230417,51913,ht,0.0562,0.0839,0.0687,0.0166,abs
541795,4796275,20230328,83059,hp,0.0536,0.0787,0.0673,0.0147,abs
542295,4796925,20230601,55354,ht,0.0177,0.0292,0.0192,0.0304,abs
541685,4797065,20230626,49315,ht,0.0234,0.043,0.0226,0.0744,pre
541675,4796125,20230226,89452,eau,0.042,0.0663,0.0628,0.0277,abs
542085,4796985,20230517,52771,ht,0.0903,0.1167,0.1111,0.059,abs
542545,4797315,20230226,38726,hp,0.0429,0.0755,0.0604,0.0267,abs
542205,4796875,20230601,57480,ht,0.0166,0.0274,0.0137,0.0207,abs
542345,4797585,20230417,27177,hp,0.0396,0.0605,0.047,0.015,abs
542245,4796865,20230417,57911,ht,0.0389,0.0608,0.0459,0.0126,abs
541685,4796165,20230626,87745,eau,0.0957,0.121,0.1211,0.0756,abs
542065,4796985,20230226,52769,ht,0.0534,0.0803,0.0755,0.0452,abs
542565,4797315,20230716,38728,hp,0.0402,0.0649,0.0521,0.174,pre
542045,4796385,20230417,78387,hp,0.0411,0.0587,0.0412,0.0116,abs
541955,4797005,20230328,51904,ht,0.0447,0.0684,0.0525,0.0101,abs
541725,4797045,20230226,50173,ht,0.0431,0.0705,0.0592,0.0261,abs
541965,4797015,20230601,51478,ht,0.016,0.0294,0.0153,0.0464,abs
541655,4796135,20230626,89023,eau,0.0814,0.1124,0.1116,0.0551,abs
541645,4796055,20230601,92438,eau,0.0308,0.0563,0.0525,0.0161,abs
542015,4797085,20230417,48494,ht,0.0548,0.0848,0.066,0.0167,abs
542035,4796375,20230601,78813,hp,0.0146,0.0366,0.0164,0.0789,pre
541655,4797425,20230626,33940,hp,0.0244,0.0456,0.0251,0.1602,pre
542225,4796985,20230328,52785,ht,0.0437,0.0702,0.0544,0.0093,abs
542585,4797205,20230517,43427,hp,0.0648,0.0801,0.0692,0.072,pre
541615,4797075,20230517,48881,ht,0.0643,0.0759,0.0705,0.0501,abs
541645,4796145,20230716,88595,eau,0.0463,0.0738,0.0764,0.0273,abs
542565,4797225,20230601,42571,hp,0.0162,0.0331,0.0173,0.0537,pre
542435,4796765,20230626,62200,eau,0.0464,0.0818,0.0595,0.0573,abs
542545,4797325,20230226,38299,hp,0.0426,0.0754,0.0619,0.0272,abs
542545,4797255,20230517,41288,hp,0.0562,0.0631,0.0567,0.0671,pre
542405,4797545,20230328,28891,hp,0.0423,0.0621,0.0489,0.0116,abs
541625,4797505,20230601,30521,hp,0.0234,0.0343,0.0216,0.069,pre
542045,4796365,20230417,79241,hp,0.0419,0.0579,0.0414,0.0148,abs
541945,4797025,20230517,51049,ht,0.0909,0.1177,0.1169,0.0663,abs
542535,4797285,20230716,40006,hp,0.0481,0.0699,0.0586,0.1906,pre
541615,4796105,20230328,90300,eau,0.0346,0.0582,0.049,0.0143,abs
541485,4797275,20230417,40328,eau,0.0438,0.0686,0.0683,0.0188,abs
541655,4797055,20230226,49739,ht,0.0332,0.0599,0.0441,0.017,abs
541635,4796125,20230716,89448,eau,0.0441,0.0712,0.0712,0.0224,abs
541615,4797495,20230601,30947,hp,0.0209,0.0361,0.0222,0.0753,pre
541485,4797275,20230601,40328,eau,0.0495,0.0778,0.0655,0.0737,abs
542065,4797015,20230716,51488,ht,0.0395,0.069,0.0505,0.1729,pre
541635,4796095,20230517,90729,eau,0.0619,0.0915,0.0851,0.0405,abs
541615,4796125,20230626,89446,eau,0.0818,0.1079,0.1029,0.0549,abs
541525,4797295,20230517,39478,eau,0.0796,0.1001,0.1083,0.0622,abs
542255,4796945,20230328,54496,ht,0.0454,0.0738,0.0553,0.0095,abs
542005,4796385,20230226,78383,hp,0.0554,0.0882,0.0801,0.0403,abs
541635,4797525,20230226,29668,hp,0.0357,0.0636,0.0458,0.0187,abs
541605,4796155,20230517,88164,eau,0.0568,0.0866,0.0804,0.035,abs
541695,4796135,20230226,89027,eau,0.048,0.0711,0.0719,0.0364,abs
541535,4797305,20230626,39052,eau,0.0856,0.1147,0.1036,0.0796,abs
541625,4796145,20230626,88593,eau,0.079,0.1055,0.1071,0.0528,abs
541675,4796165,20230601,87744,eau,0.0385,0.0622,0.0535,0.017,abs
542425,4796735,20230226,63480,eau,0.0377,0.0704,0.0528,0.0225,abs
541685,4796145,20230328,88599,eau,0.0441,0.072,0.0592,0.012,abs
541785,4796345,20230226,80069,hp,0.047,0.0711,0.0595,0.0276,abs
542205,4796925,20230601,55345,ht,0.0154,0.0252,0.0148,0.0188,abs
542015,4796355,20230716,79665,hp,0.0297,0.0509,0.0338,0.1321,pre
541615,4796145,20230716,88592,eau,0.0416,0.0648,0.0643,0.0228,abs
542345,4797585,20230716,27177,hp,0.0413,0.0648,0.0513,0.1619,pre
542005,4797075,20230226,48920,ht,0.0554,0.0836,0.0847,0.0536,abs
541555,4797305,20230716,39054,eau,0.051,0.0776,0.0665,0.0566,abs
542415,4797575,20230328,27611,hp,0.041,0.0641,0.0534,0.0129,abs
542015,4796405,20230226,77530,hp,0.0556,0.0894,0.0819,0.0455,abs
541675,4797075,20230716,48887,ht,0.048,0.0731,0.0543,0.1715,pre
542015,4796395,20230716,77957,hp,0.0273,0.0497,0.0368,0.1193,pre
542545,4797245,20230517,41715,hp,0.0524,0.064,0.0559,0.065,pre
541645,4797095,20230601,48030,ht,0.0326,0.0443,0.0296,0.023,abs
542215,4796935,20230517,54919,ht,0.0863,0.1136,0.1067,0.0585,abs
542215,4796935,20230328,54919,ht,0.0431,0.0711,0.0543,0.0076,abs
542015,4796395,20230417,77957,hp,0.038,0.0549,0.0418,0.0131,abs
542425,4797545,20230716,28893,hp,0.0466,0.0709,0.0577,0.1943,pre
541615,4797065,20230716,49308,ht,0.0433,0.0705,0.0495,0.1949,pre
541665,4796155,20230517,88170,eau,0.0689,0.1031,0.0966,0.0447,abs
542035,4796365,20230226,79240,hp,0.0584,0.0932,0.0854,0.0468,abs
542435,4797535,20230517,29321,hp,0.0241,0.043,0.0338,0.0434,pre
542075,4796995,20230328,52343,ht,0.0446,0.0712,0.0551,0.0082,abs
542445,4797545,20230417,28895,hp,0.038,0.0601,0.0454,0.0143,abs
542195,4796935,20230601,54917,ht,0.0145,0.0252,0.0162,0.0166,abs
541635,4796135,20230601,89021,eau,0.0399,0.0651,0.0582,0.0195,abs
541685,4796145,20230417,88599,eau,0.0457,0.0739,0.0653,0.0131,abs
541955,4797075,20230601,48915,ht,0.0165,0.0247,0.0122,0.0276,abs
541645,4797425,20230226,33939,hp,0.0442,0.0737,0.0584,0.0229,abs
541945,4797065,20230626,49341,ht,0.0259,0.0448,0.0242,0.1302,pre
542395,4796735,20230601,63477,eau,0.0318,0.0542,0.05,0.0195,abs
541665,4797405,20230517,34795,hp,0.0434,0.0533,0.0449,0.0475,pre
541945,4797075,20230517,48914,ht,0.0875,0.1109,0.1086,0.0668,abs
541975,4796405,20230417,77526,hp,0.0326,0.05,0.0362,0.0137,abs
541655,4796155,20230601,88169,eau,0.0379,0.0623,0.0575,0.0187,abs
541795,4796345,20230328,80070,hp,0.052,0.0786,0.0653,0.0145,abs
542265,4796925,20230417,55351,ht,0.039,0.0626,0.0461,0.0099,abs
541775,4796285,20230417,82630,hp,0.0372,0.0562,0.0461,0.0097,abs
541645,4797525,20230417,29669,hp,0.0369,0.0603,0.0536,0.0136,abs
541635,4797515,20230328,30095,hp,0.0478,0.0759,0.0747,0.0192,abs
541685,4797595,20230328,26684,hp,0.043,0.073,0.0672,0.015,abs
541695,4797155,20230417,45473,eau,0.0535,0.0865,0.0724,0.0169,abs
541765,4797165,20230716,45053,eau,0.0477,0.0688,0.0545,0.038,abs
542235,4796925,20230417,55348,ht,0.0447,0.0691,0.054,0.0122,abs
541765,4796345,20230328,80067,hp,0.0484,0.0755,0.063,0.0135,abs
